Audio,Darwin,Josefina,Richard,Sayuri,N1,N2,N3,N4
10929,4,4,5,1,,,,
10930,1,4,5,1,,,,
10931,3,3,3,1,,,,
10932,1,1,1,4,,,,
10933,3,4,3,5,,,,
10934,3,3,3,1,,,,
10935,4,5,4,5,,,,
10936,3,3,5,3,,,,
10937,4,5,4,1,,,,
10938,4,4,4,5,,,,
10939,4,4,4,5,,,,
10940,2,4,4,4,,,,
10941,3,3,3,4,,,,
10942,3,4,5,5,,,,
10943,2,4,5,3,,,,
10944,2,3,2,5,,,,
10945,4,4,5,5,,,,
10946,1,1,1,3,,,,
10947,1,1,1,3,,,,
10948,4,4,5,2,,,,
10949,2,1,5,1,,,,
10950,3,1,5,5,,,,
10951,2,4,5,5,,,,
10952,2,3,5,2,,,,
10953,2,2,2,1,,,,
10954,2,1,5,5,,,,
10955,3,2,2,3,,,,
10956,4,5,2,5,,,,
10957,2,1,5,3,,,,
10958,3,3,5,5,,,,
10959,2,1,1,5,,,,
10960,2,2,5,4,,,,
10961,2,2,5,3,,,,
10962,4,4,2,1,,,,
10963,4,5,2,5,,,,
10964,3,4,2,4,,,,
10965,4,4,4,4,,,,
10966,4,3,5,3,,,,
10967,4,4,5,1,,,,
10968,5,4,4,4,,,,
10969,3,2,5,5,,,,
10970,2,1,5,4,,,,
10971,2,1,1,4,,,,
10972,2,1,1,1,,,,
10973,3,1,1,1,,,,
10974,3,3,2,2,,,,
10975,2,2,5,1,,,,
10976,2,1,5,4,,,,
10977,2,2,2,5,,,,
10978,2,4,5,2,,,,
10979,4,4,5,5,,,,
10980,2,1,1,5,,,,
10981,3,2,5,1,,,,
10982,4,5,5,5,,,,
10983,2,1,1,4,,,,
10984,2,2,5,1,,,,
10985,5,5,4,2,,,,
10986,4,4,5,1,,,,
10987,4,5,5,2,,,,
10988,2,5,1,4,,,,
10989,2,3,5,1,,,,
10990,4,2,4,3,,,,
10991,4,5,5,1,,,,
10992,5,5,4,1,,,,
10993,2,1,5,5,,,,
10994,2,2,5,5,,,,
10995,4,4,5,4,,,,
10996,2,1,5,5,,,,
10997,2,1,1,3,,,,
10998,2,2,5,4,,,,
10999,2,4,5,5,,,,
11000,4,5,4,1,,,,
11001,4,5,4,5,,,,
11002,2,4,5,3,,,,
11003,2,1,1,5,,,,
11004,2,1,1,3,,,,
11005,2,4,2,3,,,,
11006,3,2,5,5,,,,
11007,3,2,5,1,,,,
11008,4,5,5,5,,,,
11009,4,4,2,1,,,,
11010,4,5,4,4,,,,
11011,4,4,3,5,,,,
11012,3,4,5,1,,,,
11013,2,4,1,1,,,,
11014,4,4,5,1,,,,
11015,2,2,5,4,,,,
11016,2,4,4,5,,,,
11017,2,2,5,1,,,,
11018,3,1,1,5,,,,
11019,4,1,5,3,,,,
11020,1,2,5,1,,,,
11021,2,1,5,5,,,,
11022,3,2,5,5,,,,
11023,4,4,5,4,,,,
11024,4,4,4,4,,,,
11025,3,3,4,5,,,,
11026,4,4,4,3,,,,
11027,4,4,4,5,,,,
11028,2,1,2,5,,,,
11029,3,1,5,3,,,,
11030,4,5,4,3,,,,
11031,4,4,5,2,,,,
11032,2,1,1,1,,,,
11033,3,4,4,5,,,,
11034,2,2,2,5,,,,
11035,3,3,2,2,,,,
11036,4,5,4,1,,,,
11037,4,4,4,5,,,,
11038,4,4,2,3,,,,
11039,4,4,5,5,,,,
11040,4,4,5,3,,,,
11041,2,1,1,5,,,,
11042,3,4,4,5,,,,
11043,2,1,1,4,,,,
11044,1,1,5,3,,,,
11045,2,1,1,1,,,,
11046,2,1,1,5,,,,
11047,3,3,3,4,,,,
11048,4,3,4,4,,,,
11049,2,3,5,3,,,,
11050,2,4,5,1,,,,
11051,2,1,5,4,,,,
11052,2,1,1,5,,,,
11053,1,1,1,4,,,,
11054,2,1,5,4,,,,
11055,4,4,4,1,,,,
11056,1,1,1,1,,,,
11057,4,4,2,2,,,,
11058,1,1,1,1,,,,
11059,3,1,5,4,,,,
11060,1,1,1,5,,,,
11061,1,1,1,2,,,,
11062,2,1,1,5,,,,
11063,4,4,4,5,,,,
11064,4,1,5,1,,,,
11065,2,2,5,5,,,,
11066,3,4,5,4,,,,
11067,2,1,1,1,,,,
11068,3,4,5,2,,,,
11069,4,4,5,1,,,,
11070,2,1,4,2,,,,
11071,1,1,1,4,,,,
11072,2,1,1,1,,,,
11073,3,1,2,3,,,,
11074,2,1,1,1,,,,
11075,2,4,4,1,,,,
11076,2,4,5,5,,,,
11077,3,1,1,5,,,,
11078,1,1,5,4,,,,
11079,4,4,4,5,,,,
11080,2,1,1,3,,,,
11081,4,4,5,4,,,,
11082,2,4,2,5,,,,
11083,2,1,2,1,,,,
11084,2,1,5,5,,,,
11085,4,4,5,3,,,,
11086,3,2,4,5,,,,
11087,2,3,2,3,,,,
11088,5,5,5,3,,,,
11089,1,1,1,5,,,,
11090,4,4,5,1,,,,
11091,4,4,2,5,,,,
11092,2,2,5,1,,,,
11093,4,2,5,4,,,,
11094,3,4,4,5,,,,
11095,3,4,5,1,,,,
11096,2,1,1,1,,,,
11097,2,1,5,1,,,,
11098,4,4,4,4,,,,
11099,2,1,5,5,,,,
11100,2,2,5,1,,,,
11101,2,1,5,5,,,,
11102,4,2,5,3,,,,
11103,4,4,2,1,,,,
11104,2,2,5,5,,,,
11105,2,4,4,5,,,,
11106,1,1,1,4,,,,
11107,3,3,5,4,,,,
11108,3,2,5,5,,,,
11109,2,1,2,3,,,,
11110,4,4,4,5,,,,
11111,2,2,5,5,,,,
11112,1,1,1,3,,,,
11113,2,1,5,3,,,,
11114,4,4,4,2,,,,
11115,3,4,5,1,,,,
11116,2,1,1,5,,,,
11117,3,1,5,5,,,,
11118,2,1,1,2,,,,
11119,4,4,4,1,,,,
11120,2,4,5,5,,,,
11121,2,2,5,3,,,,
11122,2,2,5,5,,,,
11123,1,1,1,3,,,,
11124,2,1,1,5,,,,
11125,2,1,1,5,,,,
11126,3,1,5,4,,,,
11127,4,2,5,3,,,,
11128,2,1,1,1,,,,
11129,4,5,4,5,,,,
11130,4,4,2,4,,,,
11131,2,2,2,4,,,,
11132,3,3,4,3,,,,
11133,4,5,4,1,,,,
11134,2,2,2,4,,,,
11135,3,2,4,5,,,,
11136,2,1,5,4,,,,
11137,2,1,5,4,,,,
11138,4,4,4,1,,,,
11139,2,2,5,1,,,,
11140,3,1,5,2,,,,
11141,1,1,1,1,,,,
11142,2,1,1,4,,,,
11143,3,3,5,5,,,,
11144,4,2,5,2,,,,
11145,2,2,5,5,,,,
11146,3,4,4,5,,,,
11147,2,2,5,1,,,,
11148,4,3,2,5,,,,
11149,2,3,4,4,,,,
11150,2,1,2,1,,,,
11151,4,4,5,2,,,,
11152,1,1,1,1,,,,
11153,2,1,1,2,,,,
11154,4,5,5,4,,,,
11155,2,1,1,1,,,,
11156,2,2,5,3,,,,
11157,2,2,5,1,,,,
11158,2,2,5,1,,,,
11159,1,1,1,5,,,,
11160,4,4,4,5,,,,
11161,4,4,2,4,,,,
11162,4,4,5,5,,,,
11163,2,1,5,3,,,,
11164,4,4,2,4,,,,
11165,3,3,5,5,,,,
11166,2,1,4,1,,,,
11167,2,1,4,5,,,,
11168,2,1,5,3,,,,
11169,4,4,5,5,,,,
11170,2,5,2,3,,,,
11171,2,1,4,3,,,,
11172,2,1,1,5,,,,
11173,2,3,5,1,,,,
11174,2,4,5,5,,,,
11175,2,2,5,1,,,,
11176,3,2,5,4,,,,
11177,1,1,1,5,,,,
11178,3,3,5,1,,,,
11179,4,4,5,1,,,,
11180,1,1,1,1,,,,
11181,2,2,1,4,,,,
11182,4,5,5,5,,,,
11183,5,4,2,1,,,,
11184,1,1,1,5,,,,
11185,3,4,4,3,,,,
11186,2,1,5,1,,,,
11187,4,5,4,5,,,,
11188,3,4,4,5,,,,
11189,2,5,4,4,,,,
11190,3,3,5,4,,,,
11191,3,2,1,5,,,,
11192,3,1,1,3,,,,
11193,2,1,1,5,,,,
11194,4,4,5,5,,,,
11195,2,3,3,3,,,,
11196,4,5,5,3,,,,
11197,4,4,1,2,,,,
11198,1,1,1,1,,,,
11199,4,2,1,5,,,,
11200,4,5,1,5,,,,
11201,4,4,5,2,,,,
11202,4,4,5,1,,,,
11203,2,2,5,5,,,,
11204,3,4,2,3,,,,
11205,4,2,5,5,,,,
11206,1,1,1,3,,,,
11207,4,4,5,5,,,,
11208,4,4,5,5,,,,
11209,2,2,5,4,,,,
11210,2,3,2,3,,,,
11211,2,3,5,1,,,,
11212,3,3,5,5,,,,
11213,2,1,5,4,,,,
11214,4,4,2,4,,,,
11215,4,5,4,3,,,,
11216,3,1,1,1,,,,
11217,4,4,4,4,,,,
11218,2,1,1,5,,,,
11219,4,4,4,4,,,,
11220,3,3,5,4,,,,
11221,2,1,1,1,,,,
11222,4,4,4,1,,,,
11223,4,2,5,2,,,,
11224,4,3,2,1,,,,
11225,4,3,5,4,,,,
11226,2,2,5,5,,,,
11227,1,1,1,2,,,,
11228,1,1,1,5,,,,
11229,2,1,5,5,,,,
11230,3,3,5,1,,,,
11231,4,4,4,5,,,,
11232,2,2,1,4,,,,
11233,4,5,5,1,,,,
11234,4,4,5,2,,,,
11235,4,2,5,1,,,,
11236,2,1,5,2,,,,
11237,4,1,5,4,,,,
11238,2,1,5,1,,,,
11239,4,4,2,3,,,,
11240,4,4,4,1,,,,
11241,4,5,5,1,,,,
11242,2,2,1,5,,,,
11243,2,3,2,5,,,,
11244,2,1,1,4,,,,
11245,2,4,1,5,,,,
11246,1,1,1,3,,,,
11247,2,3,2,4,,,,
11248,3,3,5,5,,,,
11249,4,5,5,1,,,,
11250,2,5,1,5,,,,
11251,4,4,2,3,,,,
11252,4,4,5,5,,,,
11253,4,4,5,3,,,,
11254,3,1,1,3,,,,
11255,2,2,5,5,,,,
11256,1,1,1,1,,,,
11257,2,1,2,5,,,,
11258,2,1,2,1,,,,
11259,1,1,1,4,,,,
11260,4,5,5,5,,,,
11261,4,5,5,1,,,,
11262,1,1,1,1,,,,
11263,4,4,5,1,,,,
11264,4,4,2,4,,,,
11265,3,5,2,5,,,,
11266,2,2,5,1,,,,
11267,3,1,1,5,,,,
11268,2,1,5,3,,,,
11269,3,1,5,1,,,,
11270,2,2,5,5,,,,
11271,2,4,5,5,,,,
11272,3,4,5,4,,,,
11273,2,1,5,4,,,,
11274,2,1,1,5,,,,
11275,3,5,5,3,,,,
11276,3,4,5,5,,,,
11277,4,4,4,5,,,,
11278,3,1,5,3,,,,
11279,3,3,4,3,,,,
11280,2,2,2,2,,,,
11281,3,1,1,1,,,,
11282,3,3,4,5,,,,
11283,2,3,4,5,,,,
11284,2,2,1,2,,,,
11285,1,2,1,1,,,,
11286,4,4,4,5,,,,
11287,2,4,4,3,,,,
11288,3,3,3,5,,,,
11289,2,1,2,3,,,,
11290,2,1,5,5,,,,
11291,3,5,4,5,,,,
11292,2,1,1,4,,,,
11293,2,1,1,3,,,,
11294,3,3,5,1,,,,
11295,5,5,5,5,,,,
11296,1,1,1,4,,,,
11297,1,1,1,4,,,,
11298,4,5,5,3,,,,
11299,4,4,5,1,,,,
11300,4,5,5,4,,,,
11301,3,3,2,5,,,,
11302,1,1,1,4,,,,
11303,4,5,5,4,,,,
11304,4,4,5,1,,,,
11305,2,3,5,1,,,,
11306,4,4,2,2,,,,
11307,2,4,1,1,,,,
11308,2,1,5,4,,,,
11309,1,1,1,5,,,,
11310,2,1,5,2,,,,
11311,4,5,5,5,,,,
11312,1,1,1,5,,,,
11313,3,2,2,1,,,,
11314,2,1,1,5,,,,
11315,3,1,5,4,,,,
11316,2,3,5,1,,,,
11317,4,4,4,2,,,,
11318,2,1,1,1,,,,
11319,1,5,2,2,,,,
11320,4,4,5,4,,,,
11321,3,4,4,1,,,,
11322,2,1,1,3,,,,
11323,3,3,5,1,,,,
11324,3,3,1,1,,,,
11325,3,4,5,5,,,,
11326,2,1,5,5,,,,
11327,4,4,5,4,,,,
11328,2,4,5,5,,,,
11329,1,1,1,3,,,,
11330,3,3,3,4,,,,
11331,2,2,5,5,,,,
11332,4,4,4,1,,,,
11333,4,4,4,5,,,,
11334,2,3,4,3,,,,
11335,4,4,4,5,,,,
11336,3,1,5,3,,,,
11337,4,4,4,3,,,,
11338,4,4,5,5,,,,
11339,2,4,3,1,,,,
11340,1,1,1,5,,,,
11341,3,2,2,1,,,,
11342,4,5,4,4,,,,
11343,3,3,5,5,,,,
11344,2,1,1,1,,,,
11345,3,3,5,1,,,,
11346,2,2,5,1,,,,
11347,4,4,2,4,,,,
11348,4,4,5,5,,,,
11349,1,1,1,1,,,,
11350,4,4,5,5,,,,
11351,3,4,2,3,,,,
11352,2,4,5,1,,,,
11353,2,4,1,5,,,,
11354,4,4,5,5,,,,
11355,3,4,5,4,,,,
11356,3,4,2,4,,,,
11357,2,3,5,5,,,,
11358,1,1,1,3,,,,
11359,2,2,4,5,,,,
11360,4,4,5,5,,,,
11361,1,1,1,3,,,,
11362,4,5,5,3,,,,
11363,4,4,2,2,,,,
11364,3,3,4,1,,,,
11365,2,1,5,5,,,,
11366,4,4,5,5,,,,
11367,3,2,5,2,,,,
11368,4,4,4,1,,,,
11369,3,4,4,5,,,,
11370,4,4,4,3,,,,
11371,4,4,5,5,,,,
11372,3,4,2,3,,,,
11373,2,1,5,5,,,,
11374,2,2,5,5,,,,
11375,4,2,5,4,,,,
11376,4,5,4,3,,,,
11377,3,4,4,1,,,,
11378,2,1,2,5,,,,
11379,4,2,5,4,,,,
11380,4,4,5,4,,,,
11381,4,4,4,3,,,,
11382,3,4,4,1,,,,
11383,4,5,4,4,,,,
11384,1,1,1,5,,,,
11385,1,1,1,4,,,,
11386,4,5,4,4,,,,
11387,2,4,2,1,,,,
11388,3,3,2,1,,,,
11389,3,3,4,2,,,,
11390,2,1,1,1,,,,
11391,4,4,5,4,,,,
11392,4,4,4,5,,,,
11393,2,1,5,2,,,,
11394,4,4,5,5,,,,
11395,2,3,2,5,,,,
11396,1,1,1,1,,,,
11397,2,4,5,5,,,,
11398,4,4,5,4,,,,
11399,4,2,5,1,,,,
11400,3,4,4,2,,,,
11401,4,4,4,1,,,,
11402,2,4,2,2,,,,
11403,1,1,1,4,,,,
11404,4,4,4,1,,,,
11405,4,4,5,3,,,,
11406,4,4,5,1,,,,
11407,4,4,5,1,,,,
11408,3,1,5,5,,,,
11409,2,4,5,5,,,,
11410,3,3,4,4,,,,
11411,3,1,4,5,,,,
11412,3,2,5,3,,,,
11413,2,1,5,4,,,,
11414,2,1,2,5,,,,
11415,4,5,4,1,,,,
11416,4,4,5,5,,,,
11417,4,4,2,3,,,,
11418,2,1,2,5,,,,
11419,4,5,4,3,,,,
11420,4,4,5,3,,,,
11421,4,4,5,5,,,,
11422,2,2,4,1,,,,
11423,4,4,5,5,,,,
11424,3,1,2,1,,,,
11425,1,1,1,4,,,,
11426,2,4,5,5,,,,
11427,2,1,5,1,,,,
11428,4,2,5,1,,,,
11429,3,4,5,1,,,,
11430,2,3,5,4,,,,
11431,2,1,5,5,,,,
11432,4,4,5,1,,,,
11433,3,3,2,5,,,,
11434,1,1,1,3,,,,
11435,2,4,5,1,,,,
11436,2,1,1,5,,,,
11437,1,1,1,5,,,,
11438,3,1,2,4,,,,
11439,4,4,4,4,,,,
11440,5,5,5,5,,,,
11441,3,2,2,3,,,,
11442,2,1,5,5,,,,
11443,4,5,4,5,,,,
11444,2,1,1,3,,,,
11445,4,5,5,3,,,,
11446,2,3,5,2,,,,
11447,3,3,2,1,,,,
11448,3,3,2,5,,,,
11449,3,2,5,5,,,,
11450,1,1,1,2,,,,
11451,3,1,1,1,,,,
11452,2,1,5,5,,,,
11453,2,2,5,3,,,,
11454,3,4,4,5,,,,
11455,2,1,2,3,,,,
11456,3,4,2,5,,,,
11457,3,1,1,5,,,,
11458,2,1,4,4,,,,
11459,4,4,5,3,,,,
11460,4,4,5,1,,,,
11461,2,3,5,5,,,,
11462,1,1,5,4,,,,
11463,4,4,4,4,,,,
11464,4,2,5,3,,,,
11465,3,2,1,1,,,,
11466,2,4,5,4,,,,
11467,4,4,4,5,,,,
11468,3,1,1,4,,,,
11469,3,4,5,4,,,,
11470,4,4,4,1,,,,
11471,1,2,5,1,,,,
11472,2,1,1,2,,,,
11473,4,3,5,1,,,,
11474,4,2,5,4,,,,
11475,4,5,4,5,,,,
11476,4,4,5,2,,,,
11477,3,1,5,5,,,,
11478,2,2,5,5,,,,
11479,2,4,5,1,,,,
11480,4,4,4,5,,,,
11481,4,4,4,4,,,,
11482,3,4,2,1,,,,
11483,3,1,1,2,,,,
11484,2,1,1,1,,,,
11485,2,2,5,2,,,,
11486,3,4,5,4,,,,
11487,2,1,5,1,,,,
11488,3,2,5,3,,,,
11489,2,1,2,1,,,,
11490,4,4,4,1,,,,
11491,3,4,5,5,,,,
11492,2,1,5,5,,,,
11493,4,4,4,4,,,,
11494,2,2,5,5,,,,
11495,4,5,4,3,,,,
11496,3,4,2,4,,,,
11497,4,2,2,5,,,,
11498,3,4,5,1,,,,
11499,4,4,4,5,,,,
11500,2,1,1,3,,,,
11501,2,2,5,5,,,,
11502,2,1,2,3,,,,
11503,3,1,5,3,,,,
11504,2,2,5,5,,,,
11505,3,1,1,1,,,,
11506,1,1,1,5,,,,
11507,1,1,1,1,,,,
11508,2,1,2,4,,,,
11509,2,1,5,5,,,,
11510,1,1,1,1,,,,
11511,4,4,5,1,,,,
11512,2,2,5,1,,,,
11513,3,3,2,4,,,,
11514,3,1,5,5,,,,
11515,3,4,5,1,,,,
11516,2,1,5,5,,,,
11517,3,4,1,3,,,,
11518,3,4,2,1,,,,
11519,3,4,2,5,,,,
11520,2,1,1,5,,,,
11521,2,1,5,4,,,,
11522,4,4,4,4,,,,
11523,3,2,5,5,,,,
11524,4,5,5,3,,,,
11525,4,4,4,5,,,,
11526,3,3,5,5,,,,
11527,2,1,4,3,,,,
11528,4,4,5,3,,,,
11529,2,4,1,2,,,,
11530,3,3,2,1,,,,
11531,4,4,4,5,,,,
11532,2,1,5,5,,,,
11533,3,4,2,2,,,,
11534,4,4,5,1,,,,
11535,2,4,2,5,,,,
11536,2,2,5,3,,,,
11537,1,4,1,5,,,,
11538,4,5,2,3,,,,
11539,1,4,1,5,,,,
11540,4,5,4,5,,,,
11541,3,2,5,4,,,,
11542,4,3,4,3,,,,
11543,2,3,5,1,,,,
11544,4,4,4,5,,,,
11545,2,3,4,4,,,,
11546,3,4,5,4,,,,
11547,3,3,5,3,,,,
11548,4,4,5,1,,,,
11549,1,1,5,4,,,,
11550,4,5,4,5,,,,
11551,3,2,5,4,,,,
11552,4,4,5,4,,,,
11553,3,3,5,1,,,,
11554,3,4,5,1,,,,
11555,2,4,4,2,,,,
11556,2,4,5,1,,,,
11557,4,4,4,4,,,,
11558,2,5,2,5,,,,
11559,2,4,4,2,,,,
11560,4,4,4,5,,,,
11561,2,1,5,5,,,,
11562,2,1,5,1,,,,
11563,3,2,5,5,,,,
11564,4,1,2,4,,,,
11565,2,2,5,1,,,,
11566,4,4,5,2,,,,
11567,3,2,5,1,,,,
11568,2,2,5,2,,,,
11569,2,1,1,4,,,,
11570,1,1,1,1,,,,
11571,4,4,4,3,,,,
11572,2,1,5,1,,,,
11573,1,1,1,1,,,,
11574,2,2,5,5,,,,
11575,4,4,4,5,,,,
11576,5,4,4,4,,,,
11577,1,1,1,5,,,,
11578,3,4,4,3,,,,
11579,4,4,5,4,,,,
11580,4,4,4,5,,,,
11581,2,1,2,1,,,,
11582,1,1,1,5,,,,
11583,1,2,1,3,,,,
11584,3,4,4,5,,,,
11585,2,2,5,3,,,,
11586,3,4,5,3,,,,
11587,3,4,5,5,,,,
11588,4,5,2,1,,,,
11589,4,4,4,5,,,,
11590,4,4,4,1,,,,
11591,2,4,5,4,,,,
11592,4,4,4,5,,,,
11593,3,3,4,1,,,,
11594,1,1,1,1,,,,
11595,3,3,2,1,,,,
11596,2,1,5,4,,,,
11597,3,4,5,5,,,,
11598,3,3,4,1,,,,
11599,2,1,1,5,,,,
11600,4,5,4,3,,,,
11601,3,1,5,1,,,,
11602,2,4,5,5,,,,
11603,3,3,5,5,,,,
11604,4,5,4,4,,,,
11605,4,4,5,4,,,,
11606,1,2,5,5,,,,
11607,3,2,5,3,,,,
11608,4,4,4,5,,,,
11609,1,1,1,5,,,,
11610,3,4,5,3,,,,
11611,2,1,5,3,,,,
11612,1,1,1,2,,,,
11613,1,1,1,1,,,,
11614,4,5,5,5,,,,
11615,4,4,5,5,,,,
11616,4,4,5,2,,,,
11617,2,2,5,1,,,,
11618,4,4,4,5,,,,
11619,3,4,5,3,,,,
11620,3,1,5,5,,,,
11621,2,1,1,3,,,,
11622,2,1,1,5,,,,
11623,3,3,3,5,,,,
11624,2,1,2,4,,,,
11625,3,2,4,3,,,,
11626,4,4,2,1,,,,
11627,2,2,1,5,,,,
11628,2,2,5,4,,,,
11629,2,2,5,4,,,,
11630,4,4,5,3,,,,
11631,4,4,4,1,,,,
11632,2,1,2,4,,,,
11633,3,1,5,5,,,,
11634,3,2,5,4,,,,
11635,4,4,4,4,,,,
11636,2,1,1,1,,,,
11637,3,3,2,1,,,,
11638,4,4,5,2,,,,
11639,4,5,1,1,,,,
11640,3,4,1,4,,,,
11641,4,4,4,5,,,,
11642,4,4,4,2,,,,
11643,4,5,4,5,,,,
11644,2,2,1,5,,,,
11645,2,2,3,1,,,,
11646,2,2,2,5,,,,
11647,2,1,2,4,,,,
11648,3,3,1,1,,,,
11649,3,1,1,2,,,,
11650,3,2,3,1,,,,
11651,3,2,3,2,,,,
11652,2,2,4,4,,,,
11653,2,1,1,1,,,,
11654,2,4,5,3,,,,
11655,4,5,4,1,,,,
11656,4,5,5,1,,,,
11657,1,1,1,5,,,,
11658,2,1,2,5,,,,
11659,4,2,5,4,,,,
11660,4,4,4,5,,,,
11661,3,2,5,3,,,,
11662,2,1,5,4,,,,
11663,1,1,1,5,,,,
11664,2,1,1,1,,,,
11665,1,1,1,5,,,,
11666,1,1,1,3,,,,
11667,3,1,5,5,,,,
11668,1,1,1,3,,,,
11669,2,2,5,3,,,,
11670,2,1,5,5,,,,
11671,1,1,1,1,,,,
11672,3,2,5,5,,,,
11673,1,1,1,1,,,,
11674,2,1,4,4,,,,
11675,3,2,3,5,,,,
11676,1,1,1,1,,,,
11677,1,1,1,1,,,,
11678,2,2,5,1,,,,
11679,4,2,5,4,,,,
11680,4,4,4,5,,,,
11681,2,1,1,1,,,,
11682,3,4,5,5,,,,
11683,4,4,5,3,,,,
11684,3,1,5,1,,,,
11685,4,2,4,5,,,,
11686,3,1,5,5,,,,
11687,3,1,5,4,,,,
11688,3,3,3,4,,,,
11689,4,4,5,5,,,,
11690,3,1,5,3,,,,
11691,2,1,1,5,,,,
11692,4,4,2,5,,,,
11693,2,4,4,3,,,,
11694,3,2,5,3,,,,
11695,2,3,5,2,,,,
11696,4,5,4,1,,,,
11697,4,4,4,5,,,,
11698,3,2,2,5,,,,
11699,5,4,4,2,,,,
11700,4,4,4,1,,,,
11701,1,1,1,5,,,,
11702,3,2,2,3,,,,
11703,3,3,2,5,,,,
11704,4,5,4,3,,,,
11705,3,4,5,5,,,,
11706,3,1,3,5,,,,
11707,4,5,4,4,,,,
11708,4,4,4,3,,,,
11709,2,1,1,1,,,,
11710,3,1,5,5,,,,
11711,2,4,4,4,,,,
11712,3,1,4,4,,,,
11713,3,1,5,3,,,,
11714,2,1,1,1,,,,
11715,4,2,5,4,,,,
11716,3,4,4,5,,,,
11717,3,3,5,4,,,,
11718,3,4,2,4,,,,
11719,2,2,5,1,,,,
11720,3,1,5,1,,,,
11721,2,1,1,2,,,,
11722,3,2,4,1,,,,
11723,4,4,5,4,,,,
11724,4,2,5,5,,,,
11725,1,1,1,2,,,,
11726,4,4,5,5,,,,
11727,4,2,5,5,,,,
11728,3,1,5,1,,,,
11729,4,2,5,5,,,,
11730,3,1,1,4,,,,
11731,4,5,5,1,,,,
11732,3,1,5,2,,,,
11733,1,1,1,1,,,,
11734,4,4,4,2,,,,
11735,4,4,4,4,,,,
11736,4,1,5,1,,,,
11737,3,1,5,3,,,,
11738,4,2,5,1,,,,
11739,4,4,2,1,,,,
11740,3,4,2,5,,,,
11741,4,5,4,5,,,,
11742,2,4,1,4,,,,
11743,2,1,1,5,,,,
11744,4,2,5,3,,,,
11745,4,4,5,4,,,,
11746,2,2,2,5,,,,
11747,3,4,2,1,,,,
11748,2,2,1,5,,,,
11749,4,4,5,3,,,,
11750,2,2,4,5,,,,
11751,2,2,5,3,,,,
11752,1,1,1,3,,,,
11753,2,1,5,5,,,,
11754,1,1,1,1,,,,
11755,3,4,2,5,,,,
11756,4,4,4,1,,,,
11757,2,2,5,4,,,,
11758,4,1,5,5,,,,
11759,1,1,1,1,,,,
11760,4,4,4,1,,,,
11761,2,2,5,1,,,,
11762,3,1,2,4,,,,
11763,1,1,1,5,,,,
11764,3,1,5,1,,,,
11765,4,2,5,5,,,,
11766,1,1,1,3,,,,
11767,4,4,4,1,,,,
11768,3,4,5,5,,,,
11769,4,4,2,5,,,,
11770,4,4,4,4,,,,
11771,3,2,2,4,,,,
11772,4,5,2,5,,,,
11773,3,4,2,3,,,,
11774,2,2,2,5,,,,
11775,2,3,2,5,,,,
11776,2,4,2,3,,,,
11777,3,2,3,3,,,,
11778,1,1,1,2,,,,
11779,3,2,4,1,,,,
11780,3,4,5,5,,,,
11781,2,2,4,5,,,,
11782,2,2,4,2,,,,
11783,2,1,5,1,,,,
11784,2,2,4,5,,,,
11785,4,1,2,3,,,,
11786,3,1,5,5,,,,
11787,4,5,5,3,,,,
11788,4,4,2,5,,,,
11789,1,1,1,5,,,,
11790,1,1,1,4,,,,
11791,4,5,4,3,,,,
11792,2,2,5,1,,,,
11793,4,4,2,5,,,,
11794,4,4,4,4,,,,
11795,4,4,4,4,,,,
11796,1,1,1,3,,,,
11797,1,1,1,1,,,,
11798,4,1,1,4,,,,
11799,2,1,5,5,,,,
11800,3,1,5,4,,,,
11801,4,4,4,4,,,,
11802,1,1,1,1,,,,
11803,3,3,3,1,,,,
11804,2,2,2,2,,,,
11805,3,4,2,1,,,,
11806,2,2,5,4,,,,
11807,1,1,1,5,,,,
11808,4,4,5,2,,,,
11809,4,4,4,5,,,,
11810,2,1,1,5,,,,
11811,3,1,5,1,,,,
11812,4,2,5,5,,,,
11813,2,4,5,4,,,,
11814,4,4,5,1,,,,
11815,2,1,1,2,,,,
11816,4,2,5,1,,,,
11817,2,1,1,2,,,,
11818,3,1,5,4,,,,
11819,3,4,4,1,,,,
11820,3,1,2,3,,,,
11821,3,4,5,1,,,,
11822,1,1,1,1,,,,
11823,2,2,5,5,,,,
11824,1,1,1,5,,,,
11825,4,1,5,4,,,,
11826,4,1,5,5,,,,
11827,4,5,4,3,,,,
11828,2,1,2,4,,,,
11829,3,4,5,5,,,,
11830,4,4,5,1,,,,
11831,4,5,5,5,,,,
11832,4,4,4,3,,,,
11833,4,4,4,5,,,,
11834,4,4,4,3,,,,
11835,2,2,2,3,,,,
11836,1,1,1,5,,,,
11837,1,1,1,1,,,,
11838,4,1,5,5,,,,
11839,3,2,1,1,,,,
11840,1,1,1,4,,,,
11841,1,1,1,5,,,,
11842,2,1,2,1,,,,
11843,4,1,4,1,,,,
11844,4,2,4,1,,,,
11845,2,2,2,4,,,,
11846,2,1,5,5,,,,
11847,4,1,2,1,,,,
11848,4,4,4,5,,,,
11849,1,1,1,3,,,,
11850,1,1,1,1,,,,
11851,4,2,2,5,,,,
11852,3,4,3,5,,,,
11853,3,1,5,4,,,,
11854,4,4,2,4,,,,
11855,2,1,2,5,,,,
11856,4,5,4,3,,,,
11857,4,4,5,5,,,,
11858,2,5,5,5,,,,
